Gene mut_lof mut_silentCFPK mut_damaging dn_lof_SCZ dn_silentCFPK_SCZ dn_damaging_SCZ caseData1_SCZ caseData2_SCZ caseData3_SCZ controlData1_SCZ controlData2_SCZ controlData3_SCZ BF_SCZ PP_SCZ qvalue_SCZ dn_damaging_ASD dn_lof_ASD caseData_ASD controlData_ASD BF_ASD PP_ASD qvalue_ASD dn_damaging_DD dn_lof_DD BF_DD PP_DD qvalue_DD dn_damaging_ID dn_lof_ID BF_ID PP_ID qvalue_ID dn_damaging_EPI dn_lof_EPI BF_EPI PP_EPI qvalue_EPI
DYRK1A 2.14546054831281e-06 1.11606e-10 4.53477e-06 0 0 0 0 0 0 0 0 0 0.918598031193671 0.0740626125811849 0.901570307830418 0 4 0 0 228635.031306962 0.999905957313653 2.61843915208559e-05 4 14 1.24529022253888e+32 1 0 1 1 1512.41855864299 0.97515612774741 0.00724011014450434 0 0 0.694343964196895 0.00796855025282622 0.987290658515872
EBF3 1.57515113249799e-06 4.33656e-06 4.92613e-06 0 0 0 1 0 0 1 0 0 0.930995511076709 0.0749872142342048 0.900410917178685 0 0 0 0 0.597113171982013 0.0270179767720458 0.944100779132938 2 3 43909503.6432913 0.999999220480855 4.65291841167392e-08 0 0 0.539100564050346 0.0137980749914481 0.970036093402679 0 0 0.705687427455777 0.00809767789674327 0.987198232210355
EEF1A2 8.4463622474678e-07 7.21029e-06 5.94069e-06 0 0 0 1 0 0 0 0 0 1.33689548787173 0.104271527156814 0.845084223513957 0 0 0 0 0.691721351398524 0.031165363317785 0.937258958966139 3 0 2189.713020221 0.984609160002785 0.00175862290008089 2 0 533.225978866472 0.932608488800883 0.0128143225378997 0 0 0.702102471846332 0.00805687239963876 0.987226253387359
EFTUD2 2.45799779606698e-06 1.11606e-10 1.19235e-05 0 0 0 0 1 0 2 1 1 0.448220043814852 0.0375626013822144 0.916365765047844 0 0 0 0 0.406599661271335 0.0185576576806734 0.951256402902629 3 2 1478338.15371256 0.999976847291095 1.97229809264102e-06 0 0 0.300278831354585 0.00773279017225381 0.973311218466925 0 0 0.469398569483805 0.00540093584632832 0.988151792471169
EHMT1 3.61048028493209e-06 9.46635e-06 1.10091e-05 0 0 0 3 0 0 1 0 2 1.7609484180331 0.132948495785847 0.802489514702852 0 0 1 0 0.957407276572374 0.0426255422243481 0.853506446709804 2 7 188975316129140 0.999999999999819 1.9169850891861e-14 0 2 2743.74898447425 0.986151070487896 0.00326284206394194 0 0 0.457026796941173 0.00525933395423514 0.988171918874864
EIF4A2 1.09937998317732e-06 2.62795e-07 3.02391e-06 0 0 0 0 0 0 0 0 1 0.935253582399658 0.0753043544935842 0.899816671029522 0 0 0 0 0.703032455586439 0.031658848826301 0.936337709467278 1 1 492.675513491254 0.935038762509337 0.0105005338083673 0 0 0.665123001020503 0.0169688386591659 0.965999791504429 0 0 0.800528350481807 0.00917597991013286 0.986118380502654
EMILIN3 1.26833935712439e-06 1.20549e-05 3.14212e-06 0 0 0 0 0 1 2 1 4 0.34471265302037 0.0291410542115394 0.918170328272466 0 0 0 1 0.531446908912241 0.024118393356391 0.947191535484849 0 0 0.214533586302516 0.00622868114117714 0.959436900469652 0 0 0.637477821882428 0.0162750243380406 0.967176950457612 0 1 70.5484784516703 0.449382908231609 0.391442682807975
ENO1 1.04620451538158e-06 1.11606e-10 3.84501e-06 0 0 0 2 0 1 2 0 1 0.971150046520545 0.0779692965135327 0.87080670913484 0 0 0 3 0.358387707718438 0.0163932834126723 0.952340531539677 2 0 118.422832066224 0.775774216331617 0.0405043798880394 0 0 0.641436082624874 0.0163744253435805 0.967017404062847 0 0 0.770570586801097 0.00883562594756692 0.986550002553204
EP300 6.51854331221545e-06 3.16235e-06 1.62564e-05 0 0 0 2 0 1 4 0 2 0.468997951368609 0.0392355519997591 0.915500684036457 0 0 0 1 0.114730082237248 0.00530710495895359 0.954956609600191 3 12 1.12942174329235e+24 1 0 0 1 10.4466610344927 0.213291757384225 0.463280148787754 0 0 0.292687518788362 0.00337454627896016 0.988332360552538
ETNK2 9.70879096976305e-07 4.22736e-06 2.71329e-06 0 0 0 0 1 1 0 1 1 0.87122659641333 0.0705125698765614 0.903170048687694 0 0 0 0 0.730946996490768 0.0328745673614355 0.933403498049119 0 0 0.289695916441061 0.00839259914897795 0.953976662042033 0 0 0.69579250515249 0.017737410576396 0.964402874746448 0 1 73.4799443608336 0.459476102823101 0.362820249548521
EXPH5 3.19781695046661e-06 8.13484e-07 3.22784e-06 0 0 0 3 2 3 5 1 4 0.690877757441557 0.0567443374114004 0.907763191606254 1 0 1 2 2.71619598999813 0.112148344855641 0.60398741831421 0 0 0.0514115113905083 0.00149976388391252 0.968267011034066 0 0 0.422823835321452 0.0108543192009945 0.972009581439346 1 0 49.9730017855659 0.36633283763162 0.493198737565411
FAM104A 6.65345726659345e-07 2.25003e-06 8.12873e-07 0 0 0 1 0 0 0 0 1 1.3408319857243 0.104546456664833 0.842716892327652 0 0 0 0 0.827966350908552 0.0370762614911738 0.919236094173391 2 0 295.375515432184 0.896153135454981 0.0170178069423613 0 0 0.828696838983779 0.0210541266504787 0.950757394975723 0 0 0.920165888224408 0.0105328697015273 0.981892278707071
FAM5B 1.56739143667756e-06 1.17474e-06 7.98507e-06 0 0 0 1 0 0 1 0 2 0.914190709513488 0.0737334698724933 0.901850904581825 0 0 0 0 0.552816151189935 0.0250638764636883 0.946291742514922 1 1 134.142507833249 0.796708700944525 0.0358667098959187 0 0 0.453060680692191 0.0116215091287514 0.971605018343818 0 0 0.60515659150354 0.00695211852984184 0.987781298026373
FAM63B 1.46902045338157e-06 7.89682e-06 2.72956e-06 0 0 0 3 1 0 0 1 1 2.54382576063712 0.181336314381227 0.717811175857849 0 0 0 0 0.649092573674759 0.0293010089196873 0.940727717530182 0 0 0.199769231857174 0.00580250617737985 0.960343177508383 0 0 0.625858670454742 0.0159831247213361 0.967559960284791 0 1 71.116736361761 0.451368796878214 0.386308024454413
FBXL4 1.53445977400271e-06 1.11606e-10 2.88407e-06 0 0 0 0 0 0 3 0 0 0.406505797177551 0.0341862926089207 0.917180196953653 0 0 0 1 0.502429130662517 0.0228315606876535 0.948262022866702 0 0 0.184937443244862 0.00537401652417556 0.961199713627617 0 0 0.611793813249234 0.0156295515451097 0.968040738692787 1 0 56.4863094899156 0.395209498348503 0.465630457305429
FBXO11 2.74193059203495e-06 3.00466e-06 3.83116e-06 0 0 0 1 0 0 0 0 0 1.28217002958489 0.10043187624392 0.858571682199717 0 1 0 0 11.0977631032437 0.340409255084083 0.476822143887524 0 2 478.078169839811 0.933187797283521 0.0114283137139559 1 1 1389.8994482921 0.973025223975005 0.00775944345714883 0 0 0.69291812345048 0.00795231690030607 0.987301691922692
FBXO41 1.94640335959706e-06 1.58001e-05 2.40637e-07 0 0 0 0 0 0 0 0 1 0.912144535436445 0.0735805802187027 0.901958785237426 0 0 0 0 0.62065942889521 0.0280535013477303 0.942674877486117 0 0 0.22527121007518 0.00653839459880085 0.958655691899694 0 0 0.654098631431263 0.0166922761105785 0.966491443766191 0 1 78.241386415841 0.475104186309491 0.262027669096044
FCRL6 1.10460786256694e-06 1.11606e-10 2.2144e-08 0 0 0 3 0 0 2 0 0 1.33798364740143 0.104347542343858 0.844323835673538 0 1 0 3 9.49726008344978 0.306355966229575 0.50149009045109 0 0 0.437129415598434 0.012609943176831 0.939869430371346 0 1 83.1770221504939 0.683411046370769 0.0846089765934216 0 0 0.931598121201354 0.010662335839113 0.980815385014508
FETUB 7.9595580021354e-07 1.11606e-10 1.24004e-06 0 0 0 0 0 0 0 0 0 0.951996992829526 0.0765492942910973 0.894721390310139 0 0 0 0 0.793170372857319 0.0355735298901703 0.925609412888018 0 0 0.435462188678386 0.0125624525995693 0.940083657476569 0 0 0.786383241091844 0.0200005956602019 0.956928672641814 0 1 80.0584217745443 0.480832453080105 0.153221480137021
FKBP11 7.35562167035295e-07 1.81545e-06 9.10166e-07 0 0 0 1 0 0 1 0 0 0.954834361246322 0.0767599319354905 0.893132501913523 0 0 0 1 0.640999483229265 0.0289462497758862 0.941330452148611 0 0 0.484971974267459 0.0139707838424295 0.93399177402536 0 1 85.4557216933718 0.689229472389231 0.0695362728376389 0 0 0.911593122167663 0.0104357638176126 0.982478295640772
FOSL2 6.3170287802219e-07 1.25253e-06 2.99671e-06 0 0 0 0 0 0 0 0 2 0.93758073973872 0.0754775887993301 0.899409751741265 0 0 1 0 2.3669234438181 0.0991572667306647 0.661783626798844 0 2 2759.26183910725 0.987747110819084 0.0014750282220451 0 0 0.735241300383221 0.0187242245590666 0.961813401324033 0 0 0.825642734305756 0.00946112755435109 0.985652346940874
FOXG1 4.50908786334241e-07 1.48643e-05 1.04146e-10 0 0 0 0 0 0 0 0 0 0.954488970188142 0.0767342962854218 0.893354282046222 0 0 0 0 0.891398468526194 0.0398036844667517 0.900226765472268 0 3 505279.505900144 0.999932263219668 6.68660253971326e-06 0 1 95.7573230614122 0.71306936799133 0.0345753357418219 0 0 0.971923316684012 0.0111187345239133 0.972817831178255
FOXP1 3.10835730389095e-06 1.11606e-10 5.55467e-06 0 0 0 1 0 1 0 0 1 1.29839679908623 0.101573808725298 0.856822332289779 0 2 0 0 240.592712199397 0.917955789325235 0.0245852611710987 4 8 48110717481186811904 1 0 1 1 1159.36317051594 0.967833896179619 0.00977461538385896 0 0 0.62068617330577 0.00712925250790115 0.987710335192914
FOXP2 3.06509959744924e-06 1.11606e-10 5.34142e-06 0 0 0 3 0 0 1 0 0 1.83254885190651 0.137610321117666 0.797975143544193 0 0 0 0 0.416640570499002 0.0190072252724979 0.950969117018084 1 2 6315.87632025886 0.994609801361749 0.00043738316023508 0 1 40.2720885051064 0.511043141256172 0.252362021478937 0 0 0.629111118233454 0.00722532292754919 0.987670732513926
G3BP1 1.65909106910076e-06 1.11606e-10 2.08873e-06 0 0 0 1 0 0 1 0 1 0.925528243218912 0.0745796941574474 0.901044384902439 0 0 0 1 0.498420168740085 0.0226535109753981 0.948394235305537 0 0 0.195829581009688 0.00568872586818443 0.960577634155282 0 0 0.624061692531425 0.0159379650644149 0.967606568407987 0 1 72.5722445088882 0.45639061868889 0.375246161043855
GABBR2 2.36806638267567e-06 3.84899e-06 6.09136e-06 0 0 0 2 0 0 2 0 0 0.916936352506401 0.073938544411416 0.901670955832566 0 0 0 0 0.480667409461075 0.021864278591394 0.949017648653791 2 0 28.398397481663 0.453454949719148 0.226645035562601 0 0 0.426705332138135 0.010952869818361 0.971967568888262 2 0 3320.0646309265 0.974624672701225 0.0139613408954069
GABRA1 1.08402544274382e-06 1.11606e-10 3.71326e-06 0 0 0 0 0 1 0 0 0 0.972783803744154 0.0780902207135923 0.870460264161757 1 0 0 0 2.49152609959555 0.103835216006779 0.643464375803846 0 0 0.221167990522274 0.00642006510592577 0.958977359104154 0 0 0.64120311095381 0.0163685754469693 0.967026613862833 1 0 55.6885699106975 0.391814957435679 0.475518672355851
GABRB1 1.45394988433788e-06 5.35628e-08 4.04813e-06 0 0 0 1 1 0 2 1 1 0.614847896580762 0.0508170574717626 0.912118004900244 0 1 0 0 15.1678125449795 0.413615491865512 0.396142933246805 0 0 0.158137516903605 0.00459883056951876 0.962842915000285 0 0 0.581757825751423 0.0148736324876232 0.968974851078554 1 0 53.475653885565 0.382195941673356 0.484575477185343
GABRB2 1.27127820669132e-06 4.47636e-07 4.07146e-06 0 0 0 1 0 0 1 0 0 0.940317253297189 0.0756812126871269 0.89875197002108 0 0 0 0 0.656311422082315 0.0296172271720443 0.940300645088079 3 0 2373.31515774448 0.98578288381776 0.00161203992054182 1 0 17.8229330924296 0.316264365009201 0.377298237454554 0 0 0.751064712154423 0.00861389150809327 0.986768188597825
GABRB3 1.48596590900185e-06 2.55123e-06 4.5178e-06 0 0 0 1 0 0 0 0 0 1.32098621919063 0.10315868363856 0.852091343205192 1 1 0 0 53.1051659022748 0.711783051070359 0.0852958731301365 2 0 74.5656945596429 0.685384128445716 0.0647627482796365 1 0 16.5835916327982 0.300889623948488 0.402529812606951 2 0 3810.47596024499 0.97781805543928 0.00739399965209323
GALNT18 1.39252134281002e-06 1.42573e-06 4.51123e-06 0 0 0 2 0 0 3 0 0 0.694399096678822 0.0570170674767559 0.907077949806974 1 1 0 0 54.3681662802276 0.716580866305873 0.0783707487895519 0 0 0.151963439608538 0.00442007454492984 0.963235330959594 0 0 0.573797339945754 0.014673095389587 0.969204535050056 0 0 0.728972232965192 0.00836263380944583 0.986998819976854
GATAD2B 1.73269966174952e-06 1.11606e-10 1.89206e-06 0 0 0 1 0 0 1 0 0 0.93202855507566 0.0750641751191973 0.900270913231432 0 0 0 0 0.623830647813128 0.0281927977990558 0.942451379567766 0 7 9452376103253.03 0.999999999996379 2.82519378262217e-13 0 4 80968144.1559401 0.999999524114207 9.73231527590102e-08 0 0 0.814498829487039 0.00933462039196182 0.985871447030577
GIGYF1 3.68927275992782e-06 1.39196e-05 4.96119e-06 0 0 0 1 0 2 6 0 4 0.272185771582635 0.0231517809716808 0.919197747969701 0 3 2 0 53975.5040380897 0.999601765435305 9.2649470368086e-05 0 0 0.0261831752013141 0.000764371648574103 0.969545144970713 0 0 0.34512604685384 0.00887744449329669 0.972915802880562 0 0 0.616581651673322 0.00708244153518234 0.987727945549276
GLI3 2.95323699215403e-06 1.11606e-10 9.85836e-06 0 0 0 1 0 2 0 0 0 1.35458009312185 0.105505317622724 0.831635117986214 1 0 0 0 1.30556578232525 0.0572389609575489 0.783503513730345 0 2 138.60911164018 0.801962317902484 0.0324917201759726 0 0 0.304266809407899 0.00783468410138678 0.973276242853888 0 0 0.504680567757587 0.00580453682279478 0.988088938708726
GNAI1 8.41072144966805e-07 1.44883e-06 3.2284e-06 0 0 0 1 0 0 0 0 0 1.34406654978727 0.104772236034512 0.840384596849188 1 0 0 0 2.68499311821792 0.111003025463362 0.610968861590279 5 0 2803820.20329529 0.999987792402834 9.17123976108402e-07 0 0 0.694097963235727 0.0176949770471979 0.964511104391365 0 0 0.8053162515958 0.00923035420048603 0.986036687654315
GNAO1 1.05692895306751e-06 5.31792e-06 5.09544e-06 0 0 1 0 0 0 0 0 0 1.35498295310913 0.105533384101608 0.831296022945856 0 0 0 0 0.672239580717225 0.0303142243685973 0.939046866745935 4 1 5018694.58183623 0.999993179881458 2.04054518013907e-07 1 0 17.5337283282234 0.312737415618838 0.385605854434555 2 0 3798.66514067297 0.97775062177802 0.0111078442945649
GOLPH3 5.9967443188894e-07 3.11008e-06 3.35158e-06 0 0 0 0 1 0 0 0 1 1.34303328286016 0.104700124208517 0.841032475717422 0 0 0 0 0.785169990451276 0.0352273544881997 0.926848340398039 1 1 673.23587743989 0.951618293511124 0.00576918331868833 0 0 0.725185916204402 0.0184728768566177 0.96251833654701 0 0 0.812605438117713 0.00931312313735739 0.985907644748789
GRIN2A 2.46639835118857e-06 1.86368e-06 1.14109e-05 0 0 0 6 0 1 4 0 2 1.86133518191168 0.139470469230079 0.794009201895223 0 0 0 0 0.410901395410183 0.0187503122191891 0.951140179634609 1 0 0.425703855795582 0.0122843970749567 0.941240601875223 4 0 276072.433991461 0.999860448831788 3.6938259896598e-05 0 0 0.481371503647289 0.00553793442852919 0.98813402354662
GRIN2B 2.60419031428884e-06 1.11606e-10 1.04146e-10 0 0 0 3 0 0 1 0 0 1.86242519488265 0.139540747271695 0.793755057315195 0 2 1 0 956.719236108306 0.978017812771728 0.0028979666429345 0 0 0.145792929505846 0.00424135764151162 0.96353318448395 0 0 0.577680912051503 0.0147709388484501 0.969111521238062 0 0 0.848494485760785 0.00972044279362738 0.985094180629804
HECTD4 1.08827872023768e-05 1.38643e-05 6.34603e-09 0 0 0 0 0 0 1 1 2 0.357966405974733 0.0302276217225043 0.917849862426661 0 2 1 0 125.861087959805 0.85407974358498 0.0497998878560287 0 0 0.000445482620666036 1.30148588160926e-05 0.971103637516947 0 0 0.103324995786183 0.00267439305040217 0.974183543950944 0 0 0.504419645118933 0.00580155325555575 0.988089927419788
HECW2 4.53171156771315e-06 1.11606e-10 1.12616e-05 0 0 0 3 0 0 4 1 0 0.434304313678539 0.03643890329118 0.916625764176581 2 0 0 3 1.84649182812079 0.0790789922304044 0.732736387621473 5 1 2591128.67530627 0.999986790361437 1.17866683964972e-06 0 0 0.201876956794292 0.00521194924840478 0.973854332993063 1 0 30.4429999742488 0.260454363145232 0.550123080497392
HIST1H1E 9.89493543956475e-08 3.36956e-06 1.32621e-06 1 0 0 2 0 0 1 0 0 16.7350540919262 0.593032639647049 0.292300637161131 0 0 0 0 0.935332255320036 0.041683689055998 0.874828381006236 0 2 5687.88324971419 0.99401823523284 0.000505832315876123 0 0 0.90652433229842 0.0229859854704537 0.928675349539486 0 0 0.929193760842932 0.0106351100919566 0.981070869074899
HIST1H2AC 1.93895554450596e-07 3.24705e-06 2.99466e-06 0 0 0 0 0 0 0 0 0 0.962897364169533 0.0773579806873601 0.886375489641205 0 0 0 0 0.87381328199801 0.0390491144194682 0.90657762441321 2 0 266.124529866136 0.886039620359364 0.018467931708978 0 0 0.806557281762233 0.0205031749695396 0.95419933739649 0 0 0.848870769271743 0.00972471161668546 0.985087971633277
HIVEP2 3.98087911016886e-06 1.11606e-10 1.17727e-05 0 0 0 2 0 0 4 1 0 0.331701580309952 0.0280720110824029 0.918498903311456 0 0 0 0 0.286799084627203 0.0131617934857611 0.953516879323634 2 2 21265.7934622854 0.998393038009303 0.000133347756156016 0 1 22.9756484855116 0.37354370640193 0.301654259646372 0 0 0.42970928352858 0.00494652680646949 0.988212116947874
HIVEP3 4.08415757760704e-06 1.03441e-05 9.09393e-06 1 0 0 2 0 2 1 0 4 15.280090880548 0.57090919774356 0.340490899388938 0 3 0 1 3476.37794277924 0.993852428880586 0.000796725919085941 0 2 68.3667327206872 0.666374520993306 0.0792005701223823 0 0 0.250752029383754 0.00646562072169239 0.973639023378279 0 0 0.488405939755521 0.00561840735548271 0.988121527418699
HK1 2.59456785168484e-06 2.00729e-06 1.28394e-05 0 0 0 3 0 0 0 1 2 1.81087705975215 0.136204593541275 0.800053671859093 0 0 0 1 0.304082876404243 0.0139439216977508 0.953234063295238 3 1 12779.7752562779 0.997328834411849 0.000244590729471827 0 0 0.277064008091359 0.00713922933057482 0.973478143297478 0 0 0.444489103687697 0.00511579186569722 0.988190954691959
HNRNPK 1.71698827777902e-06 1.11606e-10 1.63929e-06 0 0 0 1 0 0 1 0 0 0.932606491126374 0.0751072252693811 0.900187223812415 0 0 0 0 0.630466806052328 0.0284841632725853 0.942025812647469 1 2 35885.8930164005 0.999047098836662 9.4463208489307e-05 0 0 0.632797911602239 0.0161574751363561 0.96730880634343 0 0 0.825803671154201 0.00946295429523742 0.985644485686697
HNRNPU 2.27759450891698e-06 6.48942e-06 4.85438e-06 0 0 0 0 1 0 0 0 0 1.29693834322447 0.101471290861129 0.857149006222926 0 0 0 0 0.507059421066001 0.0230371246964798 0.948050509084768 0 7 3513067433740.97 0.999999999990257 6.60946852804045e-13 0 1 48.9610450939252 0.55960178908138 0.232027452876721 0 1 60.6596591062046 0.412367808750016 0.445380264602476
HS3ST4 6.39862020721315e-07 9.87179e-06 1.43584e-06 0 0 0 1 0 0 0 0 0 1.3476347644072 0.105021172872796 0.837405376810067 0 0 0 1 0.646469292320506 0.0291860462563334 0.940952019205633 0 0 0.47124676873905 0.0135807659604348 0.935683001877295 0 1 84.5941991267403 0.687054982497536 0.0772555631002391 0 0 0.893025075056431 0.0102253735009433 0.983494393964252
ILF2 1.40510993494711e-06 1.11606e-09 2.95494e-06 0 0 0 0 0 0 1 0 0 0.683476512593615 0.0561705915110814 0.908944526760716 0 2 0 0 400.385233527485 0.949030456709991 0.0102432721144141 0 0 0.200790016130822 0.00583198300691555 0.960271122983968 0 0 0.626116251204515 0.0159895976155257 0.967548596238986 0 0 0.787978592621566 0.00903342896931657 0.986309571043678
KANSL1 3.00688095782122e-06 1.14178e-06 4.27678e-06 0 0 0 1 1 0 2 0 0 0.940047107257343 0.0756611151191474 0.898821954438885 0 0 0 1 0.342829039709247 0.0156927708463327 0.952631202605639 0 8 204609520125739 0.999999999999833 1.10689235555128e-14 0 0 0.414224408931189 0.0106359110944616 0.972120653553451 0 0 0.666281909694675 0.00764896300420392 0.987471525904403
KAT6A 5.14191440557725e-06 1.61044e-06 8.19276e-06 0 0 0 1 0 1 1 0 0 0.879786174104608 0.0711560431544514 0.903023072910474 0 1 0 0 5.5524985766212 0.20522265094953 0.548541752202258 0 8 18309675882315.9 0.999999999998131 1.37363550485905e-13 0 1 22.0320848713053 0.363783710959029 0.323289130079622 0 0 0.478160415235268 0.00550119571365104 0.988139458865383
KAT6B 4.3331073243742e-06 1.11606e-10 7.61412e-06 0 0 0 4 1 0 1 0 2 3.65281357249579 0.241313560158823 0.613652911733235 0 0 0 0 0.293441989110536 0.0134625457442249 0.953390590614795 0 8 38570282858183 0.999999999999113 5.86349151050895e-14 0 5 3591209592.4155 0.999999989270577 2.68249278345678e-09 0 0 0.517982274741498 0.00595661388155724 0.98805487323744
KATNAL2 1.44799592812122e-06 2.24054e-07 3.55401e-06 0 0 0 1 0 0 3 0 1 0.518656742997477 0.0432104081038026 0.914205799794517 0 2 0 0 389.63053125473 0.947697163294672 0.0118010337659294 0 0 0.17402634833431 0.00505855964549402 0.961895382159352 0 0 0.599352677920513 0.0153165848861888 0.968432968387563 0 0 0.762410907099249 0.0087428822675577 0.986642381935491
KCNB1 1.38445264704399e-06 1.03668e-06 7.20922e-06 0 0 0 1 0 0 0 0 0 1.32178117386381 0.10321435585588 0.851707098249468 0 0 0 0 0.588808774555749 0.0266522368797025 0.944536192518647 2 1 4076.79839965165 0.991674020213695 0.00108265219477999 0 0 0.492228469800964 0.0126135335934173 0.970950649480393 0 0 0.636567459825387 0.00731033276756567 0.987633652054192
KCNH1 1.90859348122776e-06 3.74496e-07 8.11397e-06 0 0 0 3 0 0 1 0 0 1.87900743070227 0.140608464781696 0.789956192505796 0 0 0 0 0.508387511651074 0.0230960699678686 0.948011039285162 4 0 15845.234664493 0.997844490998492 0.000185012730403494 3 0 11776.0759608566 0.996738646833469 0.000376358372664178 0 0 0.588444861001062 0.00676143007513813 0.987843463672371
KCNQ2 1.97214244366335e-06 1.90588e-05 7.01122e-06 0 0 0 1 0 0 1 1 1 0.607344093349609 0.0502280204220391 0.912273032133983 0 1 0 0 12.3456030508056 0.364724945000958 0.455388550424247 9 0 365379172577.42 0.999999999906321 5.44577874858224e-12 2 0 393.385682294106 0.910789383318039 0.0144751115410315 2 0 3244.53049992822 0.97404925403402 0.0159595750738358
KCNQ3 2.24184774549103e-06 5.64121e-06 5.53308e-06 0 0 0 3 0 0 0 1 1 1.85134983967034 0.138826134602013 0.795551258205496 1 0 0 0 1.78036071448495 0.0764633779848763 0.740438568463761 3 0 851.484339849611 0.961355045765688 0.00419338875084795 1 0 13.3087138949625 0.256725140941313 0.439375970872645 1 0 47.1478028277137 0.352931765961902 0.509394130225156
KCNS3 7.80145100956605e-07 1.11606e-10 3.60875e-06 0 0 0 0 0 0 0 0 0 0.950214922277133 0.0764169496188656 0.895484708406248 0 2 0 0 463.595602449384 0.955671994050223 0.0068805370953837 0 0 0.282543884322691 0.00818709844372408 0.954536779278111 0 0 0.687784372231334 0.0175368442508405 0.964837728023954 0 0 0.793027829173175 0.00909078747104868 0.986236837699753
KDM2B 3.50273918912443e-06 9.92142e-06 1.09296e-05 0 0 0 3 0 0 2 2 1 0.60233656250518 0.049834530035299 0.912344320614464 0 0 0 0 0.326820992816081 0.0149709832698243 0.952896591598051 0 0 0.0104033103155171 0.000303846278853585 0.970413890447785 2 0 223.8639527691 0.853154498037174 0.0209714724520837 0 0 0.461977485163915 0.00531600220295793 0.988163199703261
KDM5B 5.3870233618222e-06 2.22634e-06 1.35061e-05 0 0 0 7 3 1 2 0 2 17.9700118459685 0.610095876002571 0.269144574839711 3 3 0 1 144171.392510604 0.999850870081811 4.43530801454336e-05 0 3 1059.82565726936 0.968714226212211 0.00291962873133758 0 0 0.14874108815995 0.00384539158551402 0.974047791451212 0 0 0.360604120493413 0.00415433898432296 0.988288576307924
KDM6B 3.98742837615758e-06 9.7905e-06 8.77712e-06 0 0 0 0 2 0 0 0 1 1.79969628924694 0.135477566125451 0.800888053932343 1 2 0 0 611.886964405734 0.966050206237218 0.00525238627562746 0 0 0.0106648608957528 0.000311482926633411 0.970395193331605 1 0 7.60329836011757 0.164805761885442 0.486893685678477 0 0 0.499279845130957 0.00574277762941124 0.988101821234527
KIF11 2.77915073870766e-06 4.08189e-07 6.29784e-06 0 0 0 0 0 0 0 0 1 0.895282797929118 0.0723187507950882 0.902612741229614 0 1 0 0 10.3087766608053 0.324050521209604 0.489500821298176 0 2 296.438801739255 0.89648706326345 0.0163394549298405 0 0 0.386795906870268 0.00993863750759529 0.972447635008336 0 0 0.610384450484409 0.00701175574717188 0.987753996375613
LAMB1 5.72795092539035e-06 1.11606e-10 1.04146e-10 0 0 0 0 0 0 4 0 1 0.297916608844152 0.0252850740333031 0.918954939621278 0 0 0 1 0.206792395214093 0.00952509674471808 0.95438213042782 0 2 108.89210690608 0.76084249565889 0.0466279687596492 0 0 0.300528528026899 0.00773917060464138 0.973309158959051 0 0 0.697081171752677 0.00799971217076125 0.987269454767636
LAMC3 3.50393703862309e-06 6.89214e-06 1.38643e-05 0 0 0 2 1 0 6 2 4 0.191809613963296 0.0164273947233518 0.91990486240508 1 2 0 2 371.763598988183 0.945320937815625 0.0160197630748741 0 0 0.00632001842792621 0.000184608847210848 0.970656867350985 0 0 0.216087051351148 0.00557677178346085 0.973805912714408 0 0 0.398738377696009 0.00459164738295856 0.988247176258776
LARP4B 2.11644423711817e-06 6.6867e-07 1.8308e-06 0 0 0 0 0 0 1 0 0 0.672359641345686 0.0553074968160453 0.909982682390754 0 1 0 1 10.7820534792411 0.333959332865379 0.481275202391291 0 2 1111.3751595815 0.970122013539444 0.00263017827157787 0 0 0.575357823634133 0.0147124128497283 0.969167623821913 0 0 0.797496938571825 0.00914155028398878 0.986166459809693
LEO1 1.9621083877004e-06 6.73166e-07 2.15872e-06 0 0 0 0 0 0 1 0 0 0.674653182523001 0.055485692609935 0.909851381911839 0 1 1 0 42.3191963370249 0.66307466602706 0.121755442408161 1 1 306.515643767343 0.899548257607884 0.0149795399712781 0 0 0.583137265378877 0.0149083744333252 0.968931634816819 0 0 0.792042085625666 0.00907959010712627 0.98624936210834
LHFPL4 3.78641663709898e-07 3.44245e-06 2.17325e-06 0 0 0 0 0 0 1 0 0 0.700047414495693 0.0574542042232029 0.905888300325334 0 0 0 0 0.854555811327597 0.0382214259780489 0.912324040532589 0 0 0.498159961250751 0.0143452455919377 0.932432838704994 0 1 85.7006284897196 0.689842113814567 0.0655157019247534 0 0 0.874615839168152 0.0100166943021792 0.984235665873645
LRRC3C 4.73592275612973e-07 8.78724e-07 1.04146e-10 0 0 0 0 0 0 0 0 0 0.960192414437853 0.0771574356392714 0.889159045156886 0 0 0 0 0.886561580289758 0.0395962545998155 0.902416079721749 0 0 0.701748353998583 0.0200900908100678 0.895451805240872 0 1 95.2943442851944 0.712076714542641 0.0437702462759697 0 0 0.970532451459561 0.0111029997876467 0.973508561357473
LRRC4 9.78116143849305e-07 1.54051e-06 3.25361e-06 0 0 1 3 0 2 0 0 0 4.43497199110384 0.278589728534066 0.538221687468106 1 1 0 0 62.9880848340947 0.74549558702069 0.0675069223061397 0 0 0.260528285824896 0.00755398506698701 0.956249130981364 0 0 0.673339596424629 0.0171748628948218 0.965608935446825 0 0 0.797364808070111 0.00914004954147023 0.986169091164288
